"FL_DATE","ORIGIN","DEST","meanDelay"
"3584","1990-01-02","DAY","CVG",2
"3585","1990-01-02","DAY","DCA",8.75
"3586","1990-01-02","DAY","DEN",36
"3587","1990-01-02","DAY","DFW",11.6666666666667
"3588","1990-01-02","DAY","EVV",8
"3589","1990-01-02","DAY","EWR",13.6666666666667
"3590","1990-01-02","DAY","FLL",13
"3591","1990-01-02","DAY","FNT",13.6666666666667
"3592","1990-01-02","DAY","FWA",25
"3593","1990-01-02","DAY","GRR",9.66666666666667
"3594","1990-01-02","DAY","JFK",1
"3595","1990-01-02","DAY","LAN",19.3333333333333
"3596","1990-01-02","DAY","LAX",27
"3597","1990-01-02","DAY","LEX",17
"3598","1990-01-02","DAY","LGA",25.5
"3599","1990-01-02","DAY","MCO",20.3333333333333
"3600","1990-01-02","DAY","MIA",7
"3601","1990-01-02","DAY","MSP",0
"3602","1990-01-02","DAY","ORD",2.27272727272727
"3603","1990-01-02","DAY","PHL",10.6666666666667
"3604","1990-01-02","DAY","PIT",20.25
"3605","1990-01-02","DAY","SBN",29.5
"3606","1990-01-02","DAY","SDF",6.33333333333333
"3607","1990-01-02","DAY","SFO",27
"3608","1990-01-02","DAY","TOL",29
"3609","1990-01-02","DAY","TPA",10.3333333333333
"3610","1990-01-02","DCA","ALB",11.6666666666667
"3611","1990-01-02","DCA","ATL",4.17647058823529
"3612","1990-01-02","DCA","BDL",30.6666666666667
"3613","1990-01-02","DCA","BNA",7.33333333333333
"3614","1990-01-02","DCA","BOS",5.40740740740741
"3615","1990-01-02","DCA","BUF",13.6666666666667
"3616","1990-01-02","DCA","BWI",10
"3617","1990-01-02","DCA","CHS",0.5
"3618","1990-01-02","DCA","CLE",21.375
"3619","1990-01-02","DCA","CLT",13.5714285714286
"3620","1990-01-02","DCA","CMH",10
"3621","1990-01-02","DCA","CRW",1
"3622","1990-01-02","DCA","CVG",0.6
"3623","1990-01-02","DCA","DAY",47.5
"3624","1990-01-02","DCA","DFW",4
"3625","1990-01-02","DCA","DTW",0
"3626","1990-01-02","DCA","EWR",9.81818181818182
"3627","1990-01-02","DCA","FLL",0
"3628","1990-01-02","DCA","GSO",74.3333333333333
"3629","1990-01-02","DCA","IAH",11.8
"3630","1990-01-02","DCA","IND",3.5
"3631","1990-01-02","DCA","JFK",5.85714285714286
"3632","1990-01-02","DCA","LGA",1.61538461538462
"3633","1990-01-02","DCA","MCI",13.3333333333333
"3634","1990-01-02","DCA","MCO",0.2
"3635","1990-01-02","DCA","MEM",2.5
"3636","1990-01-02","DCA","MIA",0.1
"3637","1990-01-02","DCA","MKE",5
"3638","1990-01-02","DCA","MSP",0.333333333333333
"3639","1990-01-02","DCA","MSY",0
"3640","1990-01-02","DCA","OMA",20
"3641","1990-01-02","DCA","PBI",30.6666666666667
"3642","1990-01-02","DCA","PIT",7.25
"3643","1990-01-02","DCA","PVD",0.75
"3644","1990-01-02","DCA","RDU",2.5
"3645","1990-01-02","DCA","ROC",5
"3646","1990-01-02","DCA","RSW",0
"3647","1990-01-02","DCA","SDF",14
"3648","1990-01-02","DCA","SRQ",10
"3649","1990-01-02","DCA","STL",5.75
"3650","1990-01-02","DCA","SYR",15
"3651","1990-01-02","DCA","TPA",2
"3652","1990-01-02","DEN","ABQ",3.875
"3653","1990-01-02","DEN","ATL",12.75
"3654","1990-01-02","DEN","AUS",7
"3655","1990-01-02","DEN","BIL",3.75
"3656","1990-01-02","DEN","BIS",0
"3657","1990-01-02","DEN","BOI",4
"3658","1990-01-02","DEN","BOS",3.25
"3659","1990-01-02","DEN","BUR",10
"3660","1990-01-02","DEN","BWI",6.66666666666667
"3661","1990-01-02","DEN","BZN",7
"3662","1990-01-02","DEN","CID",13
"3663","1990-01-02","DEN","CLE",2.33333333333333
"3664","1990-01-02","DEN","CLT",2.66666666666667
"3665","1990-01-02","DEN","COS",15.75
"3666","1990-01-02","DEN","CVG",4.5
"3667","1990-01-02","DEN","DAY",0
"3668","1990-01-02","DEN","DSM",15
"3669","1990-01-02","DEN","DTW",9.875
"3670","1990-01-02","DEN","ELP",3
"3671","1990-01-02","DEN","EUG",10
"3672","1990-01-02","DEN","EWR",8.25
"3673","1990-01-02","DEN","FAR",14.5
"3674","1990-01-02","DEN","FAT",72
"3675","1990-01-02","DEN","FSD",2.5
"3676","1990-01-02","DEN","GEG",8.25
"3677","1990-01-02","DEN","GJT",3
"3678","1990-01-02","DEN","HNL",20
"3679","1990-01-02","DEN","HOU",25.6
"3680","1990-01-02","DEN","IAD",7
"3681","1990-01-02","DEN","IAH",6.2
"3682","1990-01-02","DEN","ICT",1.8
"3683","1990-01-02","DEN","IND",4.75
"3684","1990-01-02","DEN","JFK",28.5
"3685","1990-01-02","DEN","LAS",11.6
"3686","1990-01-02","DEN","LAX",13.0909090909091
"3687","1990-01-02","DEN","LGA",9.14285714285714
"3688","1990-01-02","DEN","LGB",24.75
"3689","1990-01-02","DEN","LNK",4
"3690","1990-01-02","DEN","MCI",2.375
"3691","1990-01-02","DEN","MCO",2.66666666666667
"3692","1990-01-02","DEN","MEM",1.66666666666667
"3693","1990-01-02","DEN","MIA",23
"3694","1990-01-02","DEN","MKE",0
"3695","1990-01-02","DEN","MLI",25
"3696","1990-01-02","DEN","MSP",8.69230769230769
"3697","1990-01-02","DEN","MSY",1.4
"3698","1990-01-02","DEN","OAK",10.6666666666667
"3699","1990-01-02","DEN","OKC",4.6
"3700","1990-01-02","DEN","OMA",5.57142857142857
"3701","1990-01-02","DEN","ONT",11.5714285714286
"3702","1990-01-02","DEN","ORD",11.9473684210526
"3703","1990-01-02","DEN","PDX",14
"3704","1990-01-02","DEN","PHL",6.5
"3705","1990-01-02","DEN","PHX",26.625
"3706","1990-01-02","DEN","PIA",1
"3707","1990-01-02","DEN","PIT",20
"3708","1990-01-02","DEN","PSP",3
"3709","1990-01-02","DEN","RNO",12.5
"3710","1990-01-02","DEN","SAN",7.375
"3711","1990-01-02","DEN","SAT",41
"3712","1990-01-02","DEN","SBA",21.5
"3713","1990-01-02","DEN","SEA",17.5714285714286
"3714","1990-01-02","DEN","SFO",16.1111111111111
"3715","1990-01-02","DEN","SGF",7
"3716","1990-01-02","DEN","SJC",14.875
"3717","1990-01-02","DEN","SLC",18.5
"3718","1990-01-02","DEN","SMF",10
"3719","1990-01-02","DEN","SNA",10
"3720","1990-01-02","DEN","STL",6.125
"3721","1990-01-02","DEN","TPA",3
"3722","1990-01-02","DEN","TUL",3
"3723","1990-01-02","DEN","TUS",3.6
"3724","1990-01-02","DET","BNA",10
"3725","1990-01-02","DET","IND",2
"3726","1990-01-02","DET","MDW",3.25
"3727","1990-01-02","DET","STL",3.5
"3728","1990-01-02","DFW","ABQ",6.83333333333333
"3729","1990-01-02","DFW","AMA",7.25
"3730","1990-01-02","DFW","ATL",17.4
"3731","1990-01-02","DFW","AUS",8.64705882352941
"3732","1990-01-02","DFW","BDL",8.33333333333333
"3733","1990-01-02","DFW","BFL",38
"3734","1990-01-02","DFW","BHM",18
"3735","1990-01-02","DFW","BNA",15.1111111111111
"3736","1990-01-02","DFW","BOS",12
"3737","1990-01-02","DFW","BTR",15.625
"3738","1990-01-02","DFW","BUR",24
"3739","1990-01-02","DFW","BWI",8
"3740","1990-01-02","DFW","CLE",14.3333333333333
"3741","1990-01-02","DFW","CLT",13.2857142857143
"3742","1990-01-02","DFW","CMH",10.5
"3743","1990-01-02","DFW","COS",11.8
"3744","1990-01-02","DFW","CRP",11
"3745","1990-01-02","DFW","CVG",14.5
"3746","1990-01-02","DFW","DAY",6
"3747","1990-01-02","DFW","DCA",11.7777777777778
"3748","1990-01-02","DFW","DEN",7.08695652173913
"3749","1990-01-02","DFW","DSM",14.5
"3750","1990-01-02","DFW","DTW",3.71428571428571
"3751","1990-01-02","DFW","ELP",15.9090909090909
"3752","1990-01-02","DFW","EWR",19
"3753","1990-01-02","DFW","FLL",2.5
"3754","1990-01-02","DFW","GSO",6
"3755","1990-01-02","DFW","GUC",1.5
"3756","1990-01-02","DFW","HDN",3
"3757","1990-01-02","DFW","HNL",6.66666666666667
"3758","1990-01-02","DFW","HOU",7.78571428571429
"3759","1990-01-02","DFW","HRL",6
"3760","1990-01-02","DFW","HSV",19
"3761","1990-01-02","DFW","IAD",10.75
"3762","1990-01-02","DFW","IAH",9.96153846153846
"3763","1990-01-02","DFW","ICT",4.25
"3764","1990-01-02","DFW","IND",14.8
"3765","1990-01-02","DFW","JAN",9.16666666666667
"3766","1990-01-02","DFW","JAX",7.66666666666667
"3767","1990-01-02","DFW","JFK",1.2
"3768","1990-01-02","DFW","LAS",8.9
"3769","1990-01-02","DFW","LAX",12.125
"3770","1990-01-02","DFW","LBB",5.42857142857143
"3771","1990-01-02","DFW","LGA",11.1666666666667
"3772","1990-01-02","DFW","LGB",20.4
"3773","1990-01-02","DFW","LIT",8.9
"3774","1990-01-02","DFW","MAF",19
"3775","1990-01-02","DFW","MCI",7.33333333333333
"3776","1990-01-02","DFW","MCO",7.625
"3777","1990-01-02","DFW","MEM",12.5833333333333
"3778","1990-01-02","DFW","MIA",10.5
"3779","1990-01-02","DFW","MLU",3
"3780","1990-01-02","DFW","MOB",11
"3781","1990-01-02","DFW","MSP",10
"3782","1990-01-02","DFW","MSY",22.25
"3783","1990-01-02","DFW","OAK",8.66666666666667
"3784","1990-01-02","DFW","OKC",18.6666666666667
"3785","1990-01-02","DFW","OMA",10.25
"3786","1990-01-02","DFW","ONT",8.85714285714286
"3787","1990-01-02","DFW","ORD",6.66666666666667
"3788","1990-01-02","DFW","ORF",5
"3789","1990-01-02","DFW","PBI",12.6666666666667
"3790","1990-01-02","DFW","PDX",16.6666666666667
"3791","1990-01-02","DFW","PHL",16.1428571428571
"3792","1990-01-02","DFW","PHX",12
"3793","1990-01-02","DFW","PIT",43.6666666666667
"3794","1990-01-02","DFW","PSP",15.5
"3795","1990-01-02","DFW","RDU",11
"3796","1990-01-02","DFW","RIC",10
"3797","1990-01-02","DFW","RNO",14.2
"3798","1990-01-02","DFW","RSW",2
"3799","1990-01-02","DFW","SAN",9.72727272727273
"3800","1990-01-02","DFW","SAT",10.8947368421053
"3801","1990-01-02","DFW","SAV",1
"3802","1990-01-02","DFW","SBA",29
"3803","1990-01-02","DFW","SDF",7
"3804","1990-01-02","DFW","SEA",23.7142857142857
"3805","1990-01-02","DFW","SFO",11.1538461538462
"3806","1990-01-02","DFW","SHV",13.8181818181818
"3807","1990-01-02","DFW","SJC",15.3333333333333
"3808","1990-01-02","DFW","SJU",24.5
"3809","1990-01-02","DFW","SLC",10
"3810","1990-01-02","DFW","SMF",27.5714285714286
"3811","1990-01-02","DFW","SNA",6
"3812","1990-01-02","DFW","SRQ",2
"3813","1990-01-02","DFW","TPA",19.375
"3814","1990-01-02","DFW","TUL",11.875
"3815","1990-01-02","DFW","TUS",11.4444444444444
"3816","1990-01-02","DFW","TYS",11.5
"3817","1990-01-02","DLH","MSP",9.8
"3818","1990-01-02","DRO","GJT",69.5
"3819","1990-01-02","DRO","PHX",0
"3820","1990-01-02","DSM","CID",15
"3821","1990-01-02","DSM","DEN",16.75
"3822","1990-01-02","DSM","DFW",0.333333333333333
"3823","1990-01-02","DSM","MSP",0
"3824","1990-01-02","DSM","OMA",1.5
"3825","1990-01-02","DSM","ORD",5.28571428571429
"3826","1990-01-02","DSM","PHX",4.5
"3827","1990-01-02","DSM","STL",0
"3828","1990-01-02","DTW","ABE",0
"3829","1990-01-02","DTW","ALB",13.75
"3830","1990-01-02","DTW","ATL",7.33333333333333
"3831","1990-01-02","DTW","AZO",1.25
"3832","1990-01-02","DTW","BDL",2.8
"3833","1990-01-02","DTW","BNA",6.33333333333333
"3834","1990-01-02","DTW","BOS",5
"3835","1990-01-02","DTW","BUF",12
"3836","1990-01-02","DTW","BWI",7.75
"3837","1990-01-02","DTW","CLE",5.42857142857143
"3838","1990-01-02","DTW","CLT",12.75
"3839","1990-01-02","DTW","CMH",0.5
"3840","1990-01-02","DTW","CVG",5.25
"3841","1990-01-02","DTW","DCA",7.375
"3842","1990-01-02","DTW","DEN",11.625
"3843","1990-01-02","DTW","DFW",5.44444444444444
"3844","1990-01-02","DTW","EWR",3.85714285714286
"3845","1990-01-02","DTW","FLL",12.3333333333333
"3846","1990-01-02","DTW","FWA",1.25
"3847","1990-01-02","DTW","GRB",7.5
"3848","1990-01-02","DTW","GRR",8.83333333333333
"3849","1990-01-02","DTW","HOU",5.66666666666667
"3850","1990-01-02","DTW","HPN",4
"3851","1990-01-02","DTW","IAD",8.28571428571429
"3852","1990-01-02","DTW","IAH",2
"3853","1990-01-02","DTW","IND",3.57142857142857
"3854","1990-01-02","DTW","JFK",2
"3855","1990-01-02","DTW","LAN",6.33333333333333
"3856","1990-01-02","DTW","LAS",8.25
"3857","1990-01-02","DTW","LAX",34.8
"3858","1990-01-02","DTW","MBS",0
"3859","1990-01-02","DTW","MCO",8.33333333333333
"3860","1990-01-02","DTW","MDT",0
"3861","1990-01-02","DTW","MDW",1.8
"3862","1990-01-02","DTW","MEM",5.16666666666667
"3863","1990-01-02","DTW","MIA",0.25
"3864","1990-01-02","DTW","MSN",7
"3865","1990-01-02","DTW","MSP",11.5714285714286
"3866","1990-01-02","DTW","MSY",0
"3867","1990-01-02","DTW","ORD",2.5
"3868","1990-01-02","DTW","ORF",0.5
"3869","1990-01-02","DTW","ORH",0
"3870","1990-01-02","DTW","PBI",3.5
"3871","1990-01-02","DTW","PHL",5.6
"3872","1990-01-02","DTW","PHX",21.3333333333333
"3873","1990-01-02","DTW","PVD",4.33333333333333
"3874","1990-01-02","DTW","RDU",2.66666666666667
"3875","1990-01-02","DTW","ROC",12.25
"3876","1990-01-02","DTW","RSW",4
"3877","1990-01-02","DTW","SAN",3.33333333333333
"3878","1990-01-02","DTW","SBN",0.75
"3879","1990-01-02","DTW","SDF",0
"3880","1990-01-02","DTW","SEA",15.6666666666667
"3881","1990-01-02","DTW","SFO",8.8
"3882","1990-01-02","DTW","SRQ",0
"3883","1990-01-02","DTW","STL",4.1
"3884","1990-01-02","DTW","SYR",0
"3885","1990-01-02","DTW","TPA",7.5
"3886","1990-01-02","DTW","TVC",0
"3887","1990-01-02","EGE","PHX",33
"3888","1990-01-02","ELM","AVP",0
"3889","1990-01-02","ELM","ITH",2
"3890","1990-01-02","ELM","PIT",37
"3891","1990-01-02","ELP","ABQ",9.33333333333333
"3892","1990-01-02","ELP","AUS",9
"3893","1990-01-02","ELP","DAL",9
"3894","1990-01-02","ELP","DEN",0
"3895","1990-01-02","ELP","DFW",6.09090909090909
"3896","1990-01-02","ELP","HOU",15.8
"3897","1990-01-02","ELP","IAH",0
"3898","1990-01-02","ELP","LAS",0
"3899","1990-01-02","ELP","LAX",16.25
"3900","1990-01-02","ELP","LBB",7.66666666666667
"3901","1990-01-02","ELP","MAF",13
"3902","1990-01-02","ELP","ORD",0
"3903","1990-01-02","ELP","PHX",28.9411764705882
"3904","1990-01-02","ELP","SAN",6
"3905","1990-01-02","ELP","SAT",15.5
"3906","1990-01-02","ELP","SFO",6
"3907","1990-01-02","ELP","TUS",0
"3908","1990-01-02","ERI","ITH",28
"3909","1990-01-02","ERI","PIT",25.8
"3910","1990-01-02","EUG","DEN",2.5
"3911","1990-01-02","EUG","LAX",39.5
"3912","1990-01-02","EUG","MFR",12
"3913","1990-01-02","EUG","PDX",0
"3914","1990-01-02","EUG","SFO",17
"3915","1990-01-02","EVV","DAY",1.66666666666667
"3916","1990-01-02","EVV","IND",2.66666666666667
"3917","1990-01-02","EVV","MDW",0
"3918","1990-01-02","EWR","ATL",7.6
"3919","1990-01-02","EWR","BDL",0
"3920","1990-01-02","EWR","BNA",4.66666666666667
"3921","1990-01-02","EWR","BTV",5
"3922","1990-01-02","EWR","BWI",2.33333333333333
"3923","1990-01-02","EWR","CAE",3.33333333333333
"3924","1990-01-02","EWR","CHS",0
"3925","1990-01-02","EWR","CLE",9.88888888888889
"3926","1990-01-02","EWR","CLT",14.25
"3927","1990-01-02","EWR","CMH",1.33333333333333
"3928","1990-01-02","EWR","CVG",5.33333333333333
"3929","1990-01-02","EWR","DAB",18
"3930","1990-01-02","EWR","DAY",8.33333333333333
"3931","1990-01-02","EWR","DCA",9.18181818181818
"3932","1990-01-02","EWR","DEN",20.4444444444444
"3933","1990-01-02","EWR","DFW",13.7142857142857
"3934","1990-01-02","EWR","FLL",28.9
"3935","1990-01-02","EWR","GSO",3.4
"3936","1990-01-02","EWR","HOU",77.5
"3937","1990-01-02","EWR","IAD",3.75
"3938","1990-01-02","EWR","IAH",11.5
"3939","1990-01-02","EWR","IND",0.5
"3940","1990-01-02","EWR","JAX",7.2
"3941","1990-01-02","EWR","LAS",31
"3942","1990-01-02","EWR","LAX",10.4
"3943","1990-01-02","EWR","MCI",4
"3944","1990-01-02","EWR","MCO",11.875
"3945","1990-01-02","EWR","MIA",6.75
"3946","1990-01-02","EWR","MLB",15
"3947","1990-01-02","EWR","MSP",29
"3948","1990-01-02","EWR","MSY",0.333333333333333
"3949","1990-01-02","EWR","ORD",5.84615384615385
"3950","1990-01-02","EWR","ORF",3.6
"3951","1990-01-02","EWR","PBI",11.375
"3952","1990-01-02","EWR","PHX",32
"3953","1990-01-02","EWR","PIT",9.33333333333333
"3954","1990-01-02","EWR","PVD",8.75
"3955","1990-01-02","EWR","PWM",28.2
"3956","1990-01-02","EWR","RDU",2
"3957","1990-01-02","EWR","RIC",1.5
"3958","1990-01-02","EWR","ROC",1.33333333333333
"3959","1990-01-02","EWR","RSW",8.33333333333333
"3960","1990-01-02","EWR","SEA",93
"3961","1990-01-02","EWR","SFO",10.6666666666667
"3962","1990-01-02","EWR","SJU",3.5
"3963","1990-01-02","EWR","SRQ",27.5
"3964","1990-01-02","EWR","STL",7.4
"3965","1990-01-02","EWR","SYR",6.14285714285714
"3966","1990-01-02","EWR","TPA",5.85714285714286
"3967","1990-01-02","EYW","MIA",3.83333333333333
"3968","1990-01-02","FAI","JNU",2
"3969","1990-01-02","FAR","DEN",0
"3970","1990-01-02","FAR","MSP",5.83333333333333
"3971","1990-01-02","FAT","DEN",86.5
"3972","1990-01-02","FAT","LAS",9
"3973","1990-01-02","FAT","LAX",11.7142857142857
"3974","1990-01-02","FAT","PHX",12.5
"3975","1990-01-02","FAT","RNO",15.6666666666667
"3976","1990-01-02","FAT","SLC",0
"3977","1990-01-02","FAY","BWI",1
"3978","1990-01-02","FAY","CLT",3.5
"3979","1990-01-02","FCA","HLN",11
"3980","1990-01-02","FCA","MSO",83
"3981","1990-01-02","FLL","ATL",8.93333333333333
"3982","1990-01-02","FLL","BDL",1
"3983","1990-01-02","FLL","BOS",19.6666666666667
"3984","1990-01-02","FLL","BWI",23.3333333333333
"3985","1990-01-02","FLL","CLE",18
"3986","1990-01-02","FLL","CLT",17.75
"3987","1990-01-02","FLL","CVG",9.5
"3988","1990-01-02","FLL","DAY",10
"3989","1990-01-02","FLL","DCA",0
"3990","1990-01-02","FLL","DFW",17.3333333333333
"3991","1990-01-02","FLL","DTW",18.6666666666667
"3992","1990-01-02","FLL","EWR",17.8888888888889
"3993","1990-01-02","FLL","IAD",4.33333333333333
"3994","1990-01-02","FLL","IAH",6.66666666666667
"3995","1990-01-02","FLL","ISP",0
"3996","1990-01-02","FLL","JAX",14.6666666666667
"3997","1990-01-02","FLL","JFK",22.6666666666667
"3998","1990-01-02","FLL","LGA",28.8
"3999","1990-01-02","FLL","MCO",15.7142857142857
"4000","1990-01-02","FLL","MEM",0
"4001","1990-01-02","FLL","MIA",6
"4002","1990-01-02","FLL","MSY",0
"4003","1990-01-02","FLL","ORD",29.25
"4004","1990-01-02","FLL","PBI",0.666666666666667
"4005","1990-01-02","FLL","PHL",50
"4006","1990-01-02","FLL","PIT",86.5
"4007","1990-01-02","FLL","RDU",0.333333333333333
"4008","1990-01-02","FLL","STL",5.66666666666667
"4009","1990-01-02","FLL","TPA",29.5714285714286
"4010","1990-01-02","FNT","DAY",18
"4011","1990-01-02","FSD","BIS",0
"4012","1990-01-02","FSD","DEN",0
"4013","1990-01-02","FSD","MLI",0
"4014","1990-01-02","FSD","MSP",0
"4015","1990-01-02","FSD","ORD",1.5
"4016","1990-01-02","FSD","RAP",14.6666666666667
"4017","1990-01-02","FSD","SLC",23
"4018","1990-01-02","FSD","STL",0
"4019","1990-01-02","FWA","ATL",0
"4020","1990-01-02","FWA","CVG",0
"4021","1990-01-02","FWA","DAY",5.66666666666667
"4022","1990-01-02","FWA","DTW",0
"4023","1990-01-02","FWA","ORD",5
"4024","1990-01-02","FWA","TOL",0
"4025","1990-01-02","GEG","BIL",0
"4026","1990-01-02","GEG","BOI",0
"4027","1990-01-02","GEG","DEN",0
"4028","1990-01-02","GEG","MSP",29
"4029","1990-01-02","GEG","ORD",21
"4030","1990-01-02","GEG","PDX",21.6666666666667
"4031","1990-01-02","GEG","SEA",9.1
"4032","1990-01-02","GEG","SFO",3
"4033","1990-01-02","GEG","SLC",3.66666666666667
"4034","1990-01-02","GFK","MSP",12.3333333333333
"4035","1990-01-02","GJT","DEN",0
"4036","1990-01-02","GJT","DRO",0
"4037","1990-01-02","GJT","PHX",40
"4038","1990-01-02","GNV","ATL",0
"4039","1990-01-02","GNV","CLT",28.3333333333333
"4040","1990-01-02","GNV","MIA",10.6666666666667
"4041","1990-01-02","GPT","MEM",8.33333333333333
"4042","1990-01-02","GRB","ATW",2
"4043","1990-01-02","GRB","DTW",2.25
"4044","1990-01-02","GRB","MSP",1.66666666666667
"4045","1990-01-02","GRR","DAY",1.66666666666667
"4046","1990-01-02","GRR","DTW",1.16666666666667
"4047","1990-01-02","GRR","MSP",0.5
"4048","1990-01-02","GRR","ORD",4.91666666666667
"4049","1990-01-02","GRR","PIT",9.33333333333333
"4050","1990-01-02","GSO","ATL",1.7
"4051","1990-01-02","GSO","BOS",2
"4052","1990-01-02","GSO","BWI",5.25
"4053","1990-01-02","GSO","CLT",2.875
"4054","1990-01-02","GSO","CVG",1.5
"4055","1990-01-02","GSO","DCA",3.5
"4056","1990-01-02","GSO","DFW",0
"4057","1990-01-02","GSO","EWR",0.4
"4058","1990-01-02","GSO","ILM",0
"4059","1990-01-02","GSO","LGA",31.75
"4060","1990-01-02","GSO","MCO",134
"4061","1990-01-02","GSO","ORD",9
"4062","1990-01-02","GSO","PHL",0
"4063","1990-01-02","GSO","PIT",16
"4064","1990-01-02","GSO","RDU",0
"4065","1990-01-02","GSO","RIC",0.5
"4066","1990-01-02","GSO","TPA",9
"4067","1990-01-02","GSP","ATL",2.36363636363636
"4068","1990-01-02","GSP","CHS",0
"4069","1990-01-02","GSP","CLT",5.33333333333333
"4070","1990-01-02","GSP","LGA",10
"4071","1990-01-02","GSP","MEM",4.33333333333333
"4072","1990-01-02","GSP","RDU",0.333333333333333
"4073","1990-01-02","GTF","BIL",18.5
"4074","1990-01-02","GTF","HLN",50
"4075","1990-01-02","GTF","MSO",10.5
"4076","1990-01-02","GTF","MSP",5
"4077","1990-01-02","GTF","SLC",27
"4078","1990-01-02","GUC","DFW",2.5
"4079","1990-01-02","GUC","ORD",6
"4080","1990-01-02","GUM","HNL",0
"4081","1990-01-02","GUM","ROR",4
"4082","1990-01-02","GUM","SPN",0
"4083","1990-01-02","HDN","DFW",2
"4084","1990-01-02","HDN","LAX",0
"4085","1990-01-02","HDN","MSP",25
"4086","1990-01-02","HDN","ORD",0
"4087","1990-01-02","HLN","FCA",24
"4088","1990-01-02","HLN","SLC",26.5
"4089","1990-01-02","HNL","ATL",18
"4090","1990-01-02","HNL","DEN",5
"4091","1990-01-02","HNL","DFW",39
"4092","1990-01-02","HNL","GUM",26
"4093","1990-01-02","HNL","KOA",13
"4094","1990-01-02","HNL","LAS",11
"4095","1990-01-02","HNL","LAX",11.4444444444444
"4096","1990-01-02","HNL","LIH",0
"4097","1990-01-02","HNL","OGG",4.25
"4098","1990-01-02","HNL","ORD",3.25
"4099","1990-01-02","HNL","PHX",0
"4100","1990-01-02","HNL","SAN",0
"4101","1990-01-02","HNL","SEA",15
"4102","1990-01-02","HNL","SFO",9.66666666666667
"4103","1990-01-02","HNL","STL",5
"4104","1990-01-02","HOU","ABQ",0
"4105","1990-01-02","HOU","ATL",11.3333333333333
"4106","1990-01-02","HOU","AUS",5.41666666666667
"4107","1990-01-02","HOU","BNA",10.5
"4108","1990-01-02","HOU","CLE",0
"4109","1990-01-02","HOU","CRP",9.375
"4110","1990-01-02","HOU","CVG",2
"4111","1990-01-02","HOU","DAL",4.12903225806452
"4112","1990-01-02","HOU","DEN",2.8
"4113","1990-01-02","HOU","DFW",2
"4114","1990-01-02","HOU","DTW",1.5
"4115","1990-01-02","HOU","ELP",12.75
"4116","1990-01-02","HOU","EWR",0
"4117","1990-01-02","HOU","HRL",2.25
"4118","1990-01-02","HOU","IAH",2.33333333333333
"4119","1990-01-02","HOU","JFK",10
"4120","1990-01-02","HOU","LIT",0
"4121","1990-01-02","HOU","MAF",27.5
"4122","1990-01-02","HOU","MEM",5.33333333333333
"4123","1990-01-02","HOU","MSY",1.41176470588235
"4124","1990-01-02","HOU","OKC",0
"4125","1990-01-02","HOU","ORD",0.333333333333333
"4126","1990-01-02","HOU","PHX",5
"4127","1990-01-02","HOU","SAT",13.5714285714286
"4128","1990-01-02","HOU","STL",1.77777777777778
"4129","1990-01-02","HOU","TUL",21.4
"4130","1990-01-02","HPN","DTW",3.25
"4131","1990-01-02","HPN","ORD",10
"4132","1990-01-02","HRL","AUS",10
"4133","1990-01-02","HRL","DFW",1
"4134","1990-01-02","HRL","HOU",1.5
"4135","1990-01-02","HRL","IAH",2
"4136","1990-01-02","HRL","SAT",1
"4137","1990-01-02","HSV","ATL",0.166666666666667
"4138","1990-01-02","HSV","BHM",3
"4139","1990-01-02","HSV","BNA",0
"4140","1990-01-02","HSV","DFW",0
"4141","1990-01-02","HSV","MEM",0.5
"4142","1990-01-02","HSV","ORD",0
"4143","1990-01-02","HTS","CLT",19
"4144","1990-01-02","HTS","CRW",2
"4145","1990-01-02","HTS","PIT",1.66666666666667
"4146","1990-01-02","IAD","ATL",18.7777777777778
"4147","1990-01-02","IAD","BDL",9.75
"4148","1990-01-02","IAD","BOS",8.28571428571429
"4149","1990-01-02","IAD","BTV",8.33333333333333
"4150","1990-01-02","IAD","BUF",0
"4151","1990-01-02","IAD","CHS",0
"4152","1990-01-02","IAD","CLE",1.5
"4153","1990-01-02","IAD","DEN",6.33333333333333
"4154","1990-01-02","IAD","DFW",1.625
"4155","1990-01-02","IAD","DTW",6.57142857142857
"4156","1990-01-02","IAD","EWR",4.25
"4157","1990-01-02","IAD","FLL",5
"4158","1990-01-02","IAD","IAH",17
"4159","1990-01-02","IAD","IND",0
"4160","1990-01-02","IAD","JAX",0
"4161","1990-01-02","IAD","LAX",11.125
"4162","1990-01-02","IAD","LGA",0
"4163","1990-01-02","IAD","MCO",3.75
"4164","1990-01-02","IAD","MHT",0
"4165","1990-01-02","IAD","MIA",0
"4166","1990-01-02","IAD","MSP",0
"4167","1990-01-02","IAD","MSY",0.666666666666667
"4168","1990-01-02","IAD","ORD",3.25
"4169","1990-01-02","IAD","ORF",6
"4170","1990-01-02","IAD","PBI",1.33333333333333
"4171","1990-01-02","IAD","PHF",3
"4172","1990-01-02","IAD","PHL",7
"4173","1990-01-02","IAD","PHX",0
"4174","1990-01-02","IAD","PIT",8
"4175","1990-01-02","IAD","PVD",2.5
"4176","1990-01-02","IAD","PWM",1.66666666666667
"4177","1990-01-02","IAD","RDU",5.33333333333333
"4178","1990-01-02","IAD","ROC",0
"4179","1990-01-02","IAD","RSW",6
"4180","1990-01-02","IAD","SAN",0
"4181","1990-01-02","IAD","SAV",0
"4182","1990-01-02","IAD","SEA",13
